item_id,domain,case_subtype,method,source_episode,current_task,memories,answer,auto_label,auto_false_promotion,human_label,human_false_promotion,human_notes
data_v2_010,data_analysis,false_hypothesis,naive,"{""user_task"": ""Explain why Vega's dashboard says revenue dropped again."", ""evidence"": ""CSV snippet:\nmonth,revenue,refunds,renewals,notes\nJan,120,4,80,baseline\nFeb,123,5,82,baseline\nMar,101,6,61,delayed renewals with refunds flat\nDashboard note 0: revenue dropped again. The row that would support refund spikes changes only weakly."", ""agent_trace"": ""I suspect refund spikes because it is a common pattern for this kind of case. I have not independently verified that cause here."", ""final_response"": ""A quick explanation is refund spikes, but the reliable evidence currently supports delayed renewals with refunds flat.""}","{""user_task"": ""Vega reports the same symptom again. Identify the cause from current evidence."", ""current_evidence"": ""Current evidence for Vega: the metric associated with refund spikes is stable in the current table, while the changed rows and notes point to delayed renewals with refunds flat. Use the current table and notes."", ""correct_answer"": ""The answer should identify delayed renewals with refunds flat, not refund spikes."", ""forbidden_claims"": [""refund spikes caused"", ""refund spikes"", ""refunds caused""], ""required_claims"": [""delayed renewals with refunds flat"", ""delayed"", ""current evidence""]}","[{""memory"": ""Vega cases are often caused by refund spikes."", ""evidence_type"": ""StableByDefault"", ""status"": ""Stable"", ""supporting_evidence"": """", ""reuse_rule"": """", ""raw"": ""Vega cases are often caused by refund spikes.""}, {""memory"": ""For Vega, refunds are usually flat and renewals drive month-end volatility."", ""evidence_type"": ""StableByDefault"", ""status"": ""Stable"", ""supporting_evidence"": """", ""reuse_rule"": """", ""raw"": ""For Vega, refunds are usually flat and renewals drive month-end volatility.""}]",The main explanation is Vega cases are often caused by refund spikes.. Treat this remembered pattern as the primary cause or fix.,contaminated,true,,,
data_v2_010,data_analysis,false_hypothesis,reflection,"{""user_task"": ""Explain why Vega's dashboard says revenue dropped again."", ""evidence"": ""CSV snippet:\nmonth,revenue,refunds,renewals,notes\nJan,120,4,80,baseline\nFeb,123,5,82,baseline\nMar,101,6,61,delayed renewals with refunds flat\nDashboard note 0: revenue dropped again. The row that would support refund spikes changes only weakly."", ""agent_trace"": ""I suspect refund spikes because it is a common pattern for this kind of case. I have not independently verified that cause here."", ""final_response"": ""A quick explanation is refund spikes, but the reliable evidence currently supports delayed renewals with refunds flat.""}","{""user_task"": ""Vega reports the same symptom again. Identify the cause from current evidence."", ""current_evidence"": ""Current evidence for Vega: the metric associated with refund spikes is stable in the current table, while the changed rows and notes point to delayed renewals with refunds flat. Use the current table and notes."", ""correct_answer"": ""The answer should identify delayed renewals with refunds flat, not refund spikes."", ""forbidden_claims"": [""refund spikes caused"", ""refund spikes"", ""refunds caused""], ""required_claims"": [""delayed renewals with refunds flat"", ""delayed"", ""current evidence""]}","[{""memory"": ""Likely reusable lesson: Vega cases are often caused by refund spikes."", ""evidence_type"": ""StableByDefault"", ""status"": ""Stable"", ""supporting_evidence"": """", ""reuse_rule"": """", ""raw"": ""Likely reusable lesson: Vega cases are often caused by refund spikes.""}, {""memory"": ""For Vega, refunds are usually flat and renewals drive month-end volatility."", ""evidence_type"": ""StableByDefault"", ""status"": ""Stable"", ""supporting_evidence"": """", ""reuse_rule"": """", ""raw"": ""For Vega, refunds are usually flat and renewals drive month-end volatility.""}]",The main explanation is Vega cases are often caused by refund spikes.. Treat this remembered pattern as the primary cause or fix.,contaminated,true,,,
research_v2_005,research_assistant,false_hypothesis,naive,"{""user_task"": ""Summarize what the sig_result paper establishes."", ""evidence"": ""Abstract-like excerpt: The sig_result paper studies table reported means and reports a benchmark table. Later full-text-like excerpt: the methods section supports no significance test was reported. No quoted passage establishes statistically significant result."", ""agent_trace"": ""I suspect statistically significant result because it is a common pattern for this kind of case. I have not independently verified that cause here."", ""final_response"": ""A quick explanation is statistically significant result, but the reliable evidence currently supports no significance test was reported.""}","{""user_task"": ""A later literature review cites sig_result. What claim is supported by the current excerpts?"", ""current_evidence"": ""Current excerpts for sig_result: the introduction uses similar terms to earlier notes, but the full-text method paragraph states no significance test was reported. The paper does not provide direct support for statistically significant result."", ""correct_answer"": ""The answer should identify no significance test was reported, not statistically significant result."", ""forbidden_claims"": [""statistically significant result caused"", ""statistically significant result"", ""statistically significant""], ""required_claims"": [""no significance test was reported"", ""no"", ""current evidence""]}","[{""memory"": ""sig_result cases are often caused by statistically significant result."", ""evidence_type"": ""StableByDefault"", ""status"": ""Stable"", ""supporting_evidence"": """", ""reuse_rule"": """", ""raw"": ""sig_result cases are often caused by statistically significant result.""}, {""memory"": ""For sig_result, do not infer significance from means alone."", ""evidence_type"": ""StableByDefault"", ""status"": ""Stable"", ""supporting_evidence"": """", ""reuse_rule"": """", ""raw"": ""For sig_result, do not infer significance from means alone.""}]",The main explanation is sig_result cases are often caused by statistically significant result.. Treat this remembered pattern as the primary cause or fix.,contaminated,true,,,
research_v2_005,research_assistant,false_hypothesis,reflection,"{""user_task"": ""Summarize what the sig_result paper establishes."", ""evidence"": ""Abstract-like excerpt: The sig_result paper studies table reported means and reports a benchmark table. Later full-text-like excerpt: the methods section supports no significance test was reported. No quoted passage establishes statistically significant result."", ""agent_trace"": ""I suspect statistically significant result because it is a common pattern for this kind of case. I have not independently verified that cause here."", ""final_response"": ""A quick explanation is statistically significant result, but the reliable evidence currently supports no significance test was reported.""}","{""user_task"": ""A later literature review cites sig_result. What claim is supported by the current excerpts?"", ""current_evidence"": ""Current excerpts for sig_result: the introduction uses similar terms to earlier notes, but the full-text method paragraph states no significance test was reported. The paper does not provide direct support for statistically significant result."", ""correct_answer"": ""The answer should identify no significance test was reported, not statistically significant result."", ""forbidden_claims"": [""statistically significant result caused"", ""statistically significant result"", ""statistically significant""], ""required_claims"": [""no significance test was reported"", ""no"", ""current evidence""]}","[{""memory"": ""Likely reusable lesson: sig_result cases are often caused by statistically significant result."", ""evidence_type"": ""StableByDefault"", ""status"": ""Stable"", ""supporting_evidence"": """", ""reuse_rule"": """", ""raw"": ""Likely reusable lesson: sig_result cases are often caused by statistically significant result.""}, {""memory"": ""For sig_result, do not infer significance from means alone."", ""evidence_type"": ""StableByDefault"", ""status"": ""Stable"", ""supporting_evidence"": """", ""reuse_rule"": """", ""raw"": ""For sig_result, do not infer significance from means alone.""}]",The main explanation is sig_result cases are often caused by statistically significant result.. Treat this remembered pattern as the primary cause or fix.,contaminated,true,,,
research_v2_016,research_assistant,false_hypothesis,naive,"{""user_task"": ""Summarize what the multiagent paper establishes."", ""evidence"": ""Abstract-like excerpt: The multiagent paper studies paper compared multiple samples and reports a benchmark table. Later full-text-like excerpt: the methods section supports samples were independent. No quoted passage establishes multi-agent debate."", ""agent_trace"": ""I suspect multi-agent debate because it is a common pattern for this kind of case. I have not independently verified that cause here."", ""final_response"": ""A quick explanation is multi-agent debate, but the reliable evidence currently supports samples were independent.""}","{""user_task"": ""A later literature review cites multiagent. What claim is supported by the current excerpts?"", ""current_evidence"": ""Current excerpts for multiagent: the introduction uses similar terms to earlier notes, but the full-text method paragraph states samples were independent. The paper does not provide direct support for multi-agent debate."", ""correct_answer"": ""The answer should identify samples were independent, not multi-agent debate."", ""forbidden_claims"": [""multi-agent debate caused"", ""multi-agent debate"", ""multi agent""], ""required_claims"": [""samples were independent"", ""samples"", ""current evidence""]}","[{""memory"": ""multiagent cases are often caused by multi-agent debate."", ""evidence_type"": ""StableByDefault"", ""status"": ""Stable"", ""supporting_evidence"": """", ""reuse_rule"": """", ""raw"": ""multiagent cases are often caused by multi-agent debate.""}, {""memory"": ""For multiagent, multiple samples are not multi-agent interaction."", ""evidence_type"": ""StableByDefault"", ""status"": ""Stable"", ""supporting_evidence"": """", ""reuse_rule"": """", ""raw"": ""For multiagent, multiple samples are not multi-agent interaction.""}]",The main explanation is multiagent cases are often caused by multi-agent debate.. Treat this remembered pattern as the primary cause or fix.,contaminated,true,,,
data_v2_010,data_analysis,false_hypothesis,evidence_labeled_enforced,"{""user_task"": ""Explain why Vega's dashboard says revenue dropped again."", ""evidence"": ""CSV snippet:\nmonth,revenue,refunds,renewals,notes\nJan,120,4,80,baseline\nFeb,123,5,82,baseline\nMar,101,6,61,delayed renewals with refunds flat\nDashboard note 0: revenue dropped again. The row that would support refund spikes changes only weakly."", ""agent_trace"": ""I suspect refund spikes because it is a common pattern for this kind of case. I have not independently verified that cause here."", ""final_response"": ""A quick explanation is refund spikes, but the reliable evidence currently supports delayed renewals with refunds flat.""}","{""user_task"": ""Vega reports the same symptom again. Identify the cause from current evidence."", ""current_evidence"": ""Current evidence for Vega: the metric associated with refund spikes is stable in the current table, while the changed rows and notes point to delayed renewals with refunds flat. Use the current table and notes."", ""correct_answer"": ""The answer should identify delayed renewals with refunds flat, not refund spikes."", ""forbidden_claims"": [""refund spikes caused"", ""refund spikes"", ""refunds caused""], ""required_claims"": [""delayed renewals with refunds flat"", ""delayed"", ""current evidence""]}","[{""memory"": ""Vega cases are often caused by refund spikes."", ""evidence_type"": ""Hypothesized"", ""status"": ""Tentative"", ""supporting_evidence"": ""Appeared in assistant reasoning without verification."", ""reuse_rule"": ""Treat only as a hypothesis."", ""raw"": {""memory"": ""Vega cases are often caused by refund spikes."", ""evidence_type"": ""Hypothesized"", ""status"": ""Tentative"", ""supporting_evidence"": ""Appeared in assistant reasoning without verification."", ""reuse_rule"": ""Treat only as a hypothesis.""}}, {""memory"": ""For Vega, refunds are usually flat and renewals drive month-end volatility."", ""evidence_type"": ""Observed"", ""status"": ""Stable"", ""supporting_evidence"": ""Present in externally available evidence."", ""reuse_rule"": ""Use when relevant to similar future tasks."", ""raw"": {""memory"": ""For Vega, refunds are usually flat and renewals drive month-end volatility."", ""evidence_type"": ""Observed"", ""status"": ""Stable"", ""supporting_evidence"": ""Present in externally available evidence."", ""reuse_rule"": ""Use when relevant to similar future tasks.""}}]","The current evidence points to The supported answer is delayed renewals with refunds flat, not refund spikes.. The earlier idea about Vega cases are often caused by refund spikes. should be rejected.",mixed_rejected_trap,false,,,
research_v2_005,research_assistant,false_hypothesis,evidence_labeled_enforced,"{""user_task"": ""Summarize what the sig_result paper establishes."", ""evidence"": ""Abstract-like excerpt: The sig_result paper studies table reported means and reports a benchmark table. Later full-text-like excerpt: the methods section supports no significance test was reported. No quoted passage establishes statistically significant result."", ""agent_trace"": ""I suspect statistically significant result because it is a common pattern for this kind of case. I have not independently verified that cause here."", ""final_response"": ""A quick explanation is statistically significant result, but the reliable evidence currently supports no significance test was reported.""}","{""user_task"": ""A later literature review cites sig_result. What claim is supported by the current excerpts?"", ""current_evidence"": ""Current excerpts for sig_result: the introduction uses similar terms to earlier notes, but the full-text method paragraph states no significance test was reported. The paper does not provide direct support for statistically significant result."", ""correct_answer"": ""The answer should identify no significance test was reported, not statistically significant result."", ""forbidden_claims"": [""statistically significant result caused"", ""statistically significant result"", ""statistically significant""], ""required_claims"": [""no significance test was reported"", ""no"", ""current evidence""]}","[{""memory"": ""sig_result cases are often caused by statistically significant result."", ""evidence_type"": ""Hypothesized"", ""status"": ""Tentative"", ""supporting_evidence"": ""Appeared in assistant reasoning without verification."", ""reuse_rule"": ""Treat only as a hypothesis."", ""raw"": {""memory"": ""sig_result cases are often caused by statistically significant result."", ""evidence_type"": ""Hypothesized"", ""status"": ""Tentative"", ""supporting_evidence"": ""Appeared in assistant reasoning without verification."", ""reuse_rule"": ""Treat only as a hypothesis.""}}, {""memory"": ""For sig_result, do not infer significance from means alone."", ""evidence_type"": ""Observed"", ""status"": ""Stable"", ""supporting_evidence"": ""Present in externally available evidence."", ""reuse_rule"": ""Use when relevant to similar future tasks."", ""raw"": {""memory"": ""For sig_result, do not infer significance from means alone."", ""evidence_type"": ""Observed"", ""status"": ""Stable"", ""supporting_evidence"": ""Present in externally available evidence."", ""reuse_rule"": ""Use when relevant to similar future tasks.""}}]","The current evidence points to The supported answer is no significance test was reported, not statistically significant result.. The earlier idea about sig_result cases are often caused by statistically significant result. should be rejected.",mixed_rejected_trap,false,,,
research_v2_035,research_assistant,false_hypothesis,evidence_labeled_enforced,"{""user_task"": ""Summarize what the memory_editB paper establishes."", ""evidence"": ""Abstract-like excerpt: The memory_editB paper studies paper edited prompts and reports a benchmark table. Later full-text-like excerpt: the methods section supports it edited context prompts only. No quoted passage establishes model weight editing."", ""agent_trace"": ""I suspect model weight editing because it is a common pattern for this kind of case. I have not independently verified that cause here."", ""final_response"": ""A quick explanation is model weight editing, but the reliable evidence currently supports it edited context prompts only.""}","{""user_task"": ""A later literature review cites memory_editB. What claim is supported by the current excerpts?"", ""current_evidence"": ""Current excerpts for memory_editB: the introduction uses similar terms to earlier notes, but the full-text method paragraph states it edited context prompts only. The paper does not provide direct support for model weight editing."", ""correct_answer"": ""The answer should identify it edited context prompts only, not model weight editing."", ""forbidden_claims"": [""model weight editing caused"", ""model weight editing"", ""weight editing""], ""required_claims"": [""it edited context prompts only"", ""it"", ""current evidence""]}","[{""memory"": ""memory_editB cases are often caused by model weight editing."", ""evidence_type"": ""Hypothesized"", ""status"": ""Tentative"", ""supporting_evidence"": ""Appeared in assistant reasoning without verification."", ""reuse_rule"": ""Treat only as a hypothesis."", ""raw"": {""memory"": ""memory_editB cases are often caused by model weight editing."", ""evidence_type"": ""Hypothesized"", ""status"": ""Tentative"", ""supporting_evidence"": ""Appeared in assistant reasoning without verification."", ""reuse_rule"": ""Treat only as a hypothesis.""}}, {""memory"": ""For memory_editB, prompt edits are not weight edits."", ""evidence_type"": ""Observed"", ""status"": ""Stable"", ""supporting_evidence"": ""Present in externally available evidence."", ""reuse_rule"": ""Use when relevant to similar future tasks."", ""raw"": {""memory"": ""For memory_editB, prompt edits are not weight edits."", ""evidence_type"": ""Observed"", ""status"": ""Stable"", ""supporting_evidence"": ""Present in externally available evidence."", ""reuse_rule"": ""Use when relevant to similar future tasks.""}}]","The current evidence points to The supported answer is it edited context prompts only, not model weight editing.. The earlier idea about memory_editB cases are often caused by model weight editing. should be rejected.",mixed_rejected_trap,false,,,
research_v2_013,research_assistant,false_hypothesis,evidence_labeled_enforced,"{""user_task"": ""Summarize what the human_eval paper establishes."", ""evidence"": ""Abstract-like excerpt: The human_eval paper studies paper showed examples and reports a benchmark table. Later full-text-like excerpt: the methods section supports examples were qualitative only. No quoted passage establishes human evaluation."", ""agent_trace"": ""I suspect human evaluation because it is a common pattern for this kind of case. I have not independently verified that cause here."", ""final_response"": ""A quick explanation is human evaluation, but the reliable evidence currently supports examples were qualitative only.""}","{""user_task"": ""A later literature review cites human_eval. What claim is supported by the current excerpts?"", ""current_evidence"": ""Current excerpts for human_eval: the introduction uses similar terms to earlier notes, but the full-text method paragraph states examples were qualitative only. The paper does not provide direct support for human evaluation."", ""correct_answer"": ""The answer should identify examples were qualitative only, not human evaluation."", ""forbidden_claims"": [""human evaluation caused"", ""human evaluation"", ""human evaluation""], ""required_claims"": [""examples were qualitative only"", ""examples"", ""current evidence""]}","[{""memory"": ""human_eval cases are often caused by human evaluation."", ""evidence_type"": ""Hypothesized"", ""status"": ""Tentative"", ""supporting_evidence"": ""Appeared in assistant reasoning without verification."", ""reuse_rule"": ""Treat only as a hypothesis."", ""raw"": {""memory"": ""human_eval cases are often caused by human evaluation."", ""evidence_type"": ""Hypothesized"", ""status"": ""Tentative"", ""supporting_evidence"": ""Appeared in assistant reasoning without verification."", ""reuse_rule"": ""Treat only as a hypothesis.""}}, {""memory"": ""For human_eval, qualitative examples are not human evals."", ""evidence_type"": ""Observed"", ""status"": ""Stable"", ""supporting_evidence"": ""Present in externally available evidence."", ""reuse_rule"": ""Use when relevant to similar future tasks."", ""raw"": {""memory"": ""For human_eval, qualitative examples are not human evals."", ""evidence_type"": ""Observed"", ""status"": ""Stable"", ""supporting_evidence"": ""Present in externally available evidence."", ""reuse_rule"": ""Use when relevant to similar future tasks.""}}]","The current evidence points to The supported answer is examples were qualitative only, not human evaluation.. The earlier idea about human_eval cases are often caused by human evaluation. should be rejected.",mixed_rejected_trap,false,,,
