episode_id,order_shuffle_changed
controlled_research_ideation_001_direct_trigger,False
controlled_research_ideation_002_direct_trigger,False
controlled_research_ideation_003_direct_trigger,False
controlled_research_ideation_004_direct_trigger,False
controlled_research_ideation_005_indirect_trigger,False
controlled_research_ideation_006_indirect_trigger,False
controlled_research_ideation_007_indirect_trigger,False
controlled_research_ideation_008_indirect_trigger,False
controlled_research_ideation_009_indirect_trigger,False
controlled_research_ideation_010_indirect_trigger,False
controlled_research_ideation_011_near_miss,False
controlled_research_ideation_012_near_miss,False
controlled_research_ideation_013_near_miss,False
controlled_research_ideation_014_near_miss,False
controlled_research_ideation_015_near_miss,False
controlled_research_ideation_016_near_miss,False
controlled_research_ideation_017_wrong_scope,False
controlled_research_ideation_018_wrong_scope,False
controlled_research_ideation_019_wrong_scope,False
controlled_research_ideation_020_wrong_scope,False
controlled_research_ideation_021_already_satisfied,False
controlled_research_ideation_022_already_satisfied,False
controlled_research_ideation_023_already_satisfied,False
controlled_research_ideation_024_conflict,False
controlled_research_ideation_025_conflict,False
controlled_research_ideation_026_conflict,False
controlled_research_ideation_027_contract_swap,False
controlled_research_ideation_028_contract_swap,False
controlled_research_ideation_029_contract_swap,False
controlled_research_ideation_030_contract_swap,False
controlled_food_safety_001_direct_trigger,False
controlled_food_safety_002_direct_trigger,False
controlled_food_safety_003_direct_trigger,False
controlled_food_safety_004_direct_trigger,False
controlled_food_safety_005_indirect_trigger,False
controlled_food_safety_006_indirect_trigger,False
controlled_food_safety_007_indirect_trigger,False
controlled_food_safety_008_indirect_trigger,False
controlled_food_safety_009_indirect_trigger,False
controlled_food_safety_010_indirect_trigger,False
controlled_food_safety_011_near_miss,False
controlled_food_safety_012_near_miss,False
controlled_food_safety_013_near_miss,False
controlled_food_safety_014_near_miss,False
controlled_food_safety_015_near_miss,False
controlled_food_safety_016_near_miss,False
controlled_food_safety_017_wrong_scope,False
controlled_food_safety_018_wrong_scope,False
controlled_food_safety_019_wrong_scope,False
controlled_food_safety_020_wrong_scope,False
controlled_food_safety_021_already_satisfied,False
controlled_food_safety_022_already_satisfied,False
controlled_food_safety_023_already_satisfied,False
controlled_food_safety_024_conflict,False
controlled_food_safety_025_conflict,False
controlled_food_safety_026_conflict,False
controlled_food_safety_027_contract_swap,False
controlled_food_safety_028_contract_swap,False
controlled_food_safety_029_contract_swap,False
controlled_food_safety_030_contract_swap,False
controlled_code_security_001_direct_trigger,False
controlled_code_security_002_direct_trigger,False
controlled_code_security_003_direct_trigger,False
controlled_code_security_004_direct_trigger,False
controlled_code_security_005_indirect_trigger,False
controlled_code_security_006_indirect_trigger,False
controlled_code_security_007_indirect_trigger,False
controlled_code_security_008_indirect_trigger,False
controlled_code_security_009_indirect_trigger,False
controlled_code_security_010_indirect_trigger,False
controlled_code_security_011_near_miss,False
controlled_code_security_012_near_miss,False
controlled_code_security_013_near_miss,False
controlled_code_security_014_near_miss,False
controlled_code_security_015_near_miss,False
controlled_code_security_016_near_miss,False
controlled_code_security_017_wrong_scope,False
controlled_code_security_018_wrong_scope,False
controlled_code_security_019_wrong_scope,False
controlled_code_security_020_wrong_scope,False
controlled_code_security_021_already_satisfied,False
controlled_code_security_022_already_satisfied,False
controlled_code_security_023_already_satisfied,False
controlled_code_security_024_conflict,False
controlled_code_security_025_conflict,False
controlled_code_security_026_conflict,False
controlled_code_security_027_contract_swap,False
controlled_code_security_028_contract_swap,False
controlled_code_security_029_contract_swap,False
controlled_code_security_030_contract_swap,False
controlled_travel_planning_001_direct_trigger,False
controlled_travel_planning_002_direct_trigger,False
controlled_travel_planning_003_direct_trigger,False
controlled_travel_planning_004_direct_trigger,False
controlled_travel_planning_005_indirect_trigger,False
controlled_travel_planning_006_indirect_trigger,False
controlled_travel_planning_007_indirect_trigger,False
controlled_travel_planning_008_indirect_trigger,False
controlled_travel_planning_009_indirect_trigger,False
controlled_travel_planning_010_indirect_trigger,False
controlled_travel_planning_011_near_miss,False
controlled_travel_planning_012_near_miss,False
controlled_travel_planning_013_near_miss,False
controlled_travel_planning_014_near_miss,False
controlled_travel_planning_015_near_miss,False
controlled_travel_planning_016_near_miss,False
controlled_travel_planning_017_wrong_scope,False
controlled_travel_planning_018_wrong_scope,False
controlled_travel_planning_019_wrong_scope,False
controlled_travel_planning_020_wrong_scope,False
controlled_travel_planning_021_already_satisfied,False
controlled_travel_planning_022_already_satisfied,False
controlled_travel_planning_023_already_satisfied,False
controlled_travel_planning_024_conflict,False
controlled_travel_planning_025_conflict,False
controlled_travel_planning_026_conflict,False
controlled_travel_planning_027_contract_swap,False
controlled_travel_planning_028_contract_swap,False
controlled_travel_planning_029_contract_swap,False
controlled_travel_planning_030_contract_swap,False
controlled_medical_caution_001_direct_trigger,False
controlled_medical_caution_002_direct_trigger,False
controlled_medical_caution_003_direct_trigger,False
controlled_medical_caution_004_direct_trigger,False
controlled_medical_caution_005_indirect_trigger,False
controlled_medical_caution_006_indirect_trigger,False
controlled_medical_caution_007_indirect_trigger,False
controlled_medical_caution_008_indirect_trigger,False
controlled_medical_caution_009_indirect_trigger,False
controlled_medical_caution_010_indirect_trigger,False
controlled_medical_caution_011_near_miss,False
controlled_medical_caution_012_near_miss,False
controlled_medical_caution_013_near_miss,False
controlled_medical_caution_014_near_miss,False
controlled_medical_caution_015_near_miss,False
controlled_medical_caution_016_near_miss,False
controlled_medical_caution_017_wrong_scope,False
controlled_medical_caution_018_wrong_scope,False
controlled_medical_caution_019_wrong_scope,False
controlled_medical_caution_020_wrong_scope,False
controlled_medical_caution_021_already_satisfied,False
controlled_medical_caution_022_already_satisfied,False
controlled_medical_caution_023_already_satisfied,False
controlled_medical_caution_024_conflict,False
controlled_medical_caution_025_conflict,False
controlled_medical_caution_026_conflict,False
controlled_medical_caution_027_contract_swap,False
controlled_medical_caution_028_contract_swap,False
controlled_medical_caution_029_contract_swap,False
controlled_medical_caution_030_contract_swap,False
controlled_email_rewriting_001_direct_trigger,False
controlled_email_rewriting_002_direct_trigger,False
controlled_email_rewriting_003_direct_trigger,False
controlled_email_rewriting_004_direct_trigger,False
controlled_email_rewriting_005_indirect_trigger,False
controlled_email_rewriting_006_indirect_trigger,False
controlled_email_rewriting_007_indirect_trigger,False
controlled_email_rewriting_008_indirect_trigger,False
controlled_email_rewriting_009_indirect_trigger,False
controlled_email_rewriting_010_indirect_trigger,False
controlled_email_rewriting_011_near_miss,False
controlled_email_rewriting_012_near_miss,False
controlled_email_rewriting_013_near_miss,False
controlled_email_rewriting_014_near_miss,False
controlled_email_rewriting_015_near_miss,False
controlled_email_rewriting_016_near_miss,False
controlled_email_rewriting_017_wrong_scope,False
controlled_email_rewriting_018_wrong_scope,False
controlled_email_rewriting_019_wrong_scope,False
controlled_email_rewriting_020_wrong_scope,False
controlled_email_rewriting_021_already_satisfied,False
controlled_email_rewriting_022_already_satisfied,False
controlled_email_rewriting_023_already_satisfied,False
controlled_email_rewriting_024_conflict,False
controlled_email_rewriting_025_conflict,False
controlled_email_rewriting_026_conflict,False
controlled_email_rewriting_027_contract_swap,False
controlled_email_rewriting_028_contract_swap,False
controlled_email_rewriting_029_contract_swap,False
controlled_email_rewriting_030_contract_swap,False
controlled_benchmark_novelty_001_direct_trigger,False
controlled_benchmark_novelty_002_direct_trigger,False
controlled_benchmark_novelty_003_direct_trigger,False
controlled_benchmark_novelty_004_direct_trigger,False
controlled_benchmark_novelty_005_indirect_trigger,False
controlled_benchmark_novelty_006_indirect_trigger,False
controlled_benchmark_novelty_007_indirect_trigger,False
controlled_benchmark_novelty_008_indirect_trigger,False
controlled_benchmark_novelty_009_indirect_trigger,False
controlled_benchmark_novelty_010_indirect_trigger,False
controlled_benchmark_novelty_011_near_miss,False
controlled_benchmark_novelty_012_near_miss,False
controlled_benchmark_novelty_013_near_miss,False
controlled_benchmark_novelty_014_near_miss,False
controlled_benchmark_novelty_015_near_miss,False
controlled_benchmark_novelty_016_near_miss,False
controlled_benchmark_novelty_017_wrong_scope,False
controlled_benchmark_novelty_018_wrong_scope,False
controlled_benchmark_novelty_019_wrong_scope,False
controlled_benchmark_novelty_020_wrong_scope,False
