method,episode_id,family,case_type,error_bucket,retrieval_score,guard_score,action_score,intent_family_score,bonus,base_score,specificity,final_score,fire_threshold,predicted_state,predicted_contract_id,success,failure_type
PACTFull_current,controlled_research_ideation_027_contract_swap,research_ideation,contract_swap,false_fire_contract_swap,0.09245003270420485,0.09245003270420485,0.0,0.0,0.22,0.1294300457858868,0.09245003270420485,0.34943004578588677,0.14,fire,nut_safety,False,wrong_contract_false_fire
PACTFull_current,controlled_travel_planning_020_wrong_scope,travel_planning,wrong_scope,false_fire_wrong_scope,0.0,0.0,0.0,1.0,0.22,0.0,0.0,0.33999999999999997,0.14,fire,entry_constraints,False,false_trigger
PACTFull_current,controlled_email_rewriting_011_near_miss,email_rewriting,near_miss,false_fire_near_miss,0.2581988897471611,0.09622504486493763,0.20412414523193154,0.0,0.22,0.34771994400111905,0.2581988897471611,0.567719944001119,0.14,fire,plain_professional_email,False,false_trigger
PACTFull_current,controlled_email_rewriting_027_contract_swap,email_rewriting,contract_swap,false_fire_contract_swap,0.16724840200141816,0.0,0.1386750490563073,0.0,0.22,0.201917164265495,0.16724840200141816,0.42191716426549497,0.14,fire,research_prior_work,False,wrong_contract_false_fire
PACTFull_current,controlled_benchmark_novelty_027_contract_swap,benchmark_novelty,contract_swap,false_fire_contract_swap,0.0890870806374748,0.0890870806374748,0.0668153104781061,0.0,0.22,0.14142574051199122,0.0890870806374748,0.39233865987451644,0.14,fire,research_prior_work,False,wrong_contract_false_fire
PACTFull_current,controlled_scheduling_027_contract_swap,scheduling,contract_swap,false_fire_contract_swap,0.16724840200141816,0.0,0.1386750490563073,0.0,0.22,0.201917164265495,0.16724840200141816,0.42191716426549497,0.14,fire,research_prior_work,False,wrong_contract_false_fire
PACTFull_current,controlled_current_facts_027_contract_swap,current_facts,contract_swap,false_fire_contract_swap,0.15075567228888181,0.0,0.125,0.0,0.22,0.18200567228888181,0.15075567228888181,0.40200567228888184,0.14,fire,research_prior_work,False,wrong_contract_false_fire
PACTFull_current,controlled_legal_policy_caution_027_contract_swap,legal_policy_caution,contract_swap,false_fire_contract_swap,0.16724840200141816,0.0,0.1386750490563073,0.0,0.22,0.201917164265495,0.16724840200141816,0.42191716426549497,0.14,fire,research_prior_work,False,wrong_contract_false_fire
PACTFull_current,controlled_legal_policy_caution_030_contract_swap,legal_policy_caution,contract_swap,false_fire_contract_swap,0.09245003270420485,0.09245003270420485,0.0,0.0,0.22,0.1294300457858868,0.09245003270420485,0.34943004578588677,0.14,fire,entry_constraints,False,wrong_contract_false_fire
PACTFull_current,controlled_data_analysis_hygiene_030_contract_swap,data_analysis_hygiene,contract_swap,false_fire_contract_swap,0.1889822365046136,0.0,0.16116459280507606,0.0,0.22,0.2292733847058826,0.1889822365046136,0.44927338470588263,0.14,fire,entry_constraints,False,wrong_contract_false_fire
PACTFull_current,naturalistic_food_safety_014_near_miss,food_safety,near_miss,false_fire_near_miss,0.13333333333333333,0.0,0.14552137502179976,0.0,0.22,0.16971367708878327,0.14552137502179976,0.38971367708878324,0.14,fire,nut_safety,False,false_trigger
PACTFull_current,naturalistic_travel_planning_028_wrong_scope,travel_planning,wrong_scope,false_fire_wrong_scope,0.2004459314343183,0.0629940788348712,0.1709408646894569,1.0,0.22,0.268378779140631,0.2004459314343183,0.488378779140631,0.14,fire,entry_constraints,False,false_trigger
PACTFull_current,naturalistic_research_ideation_037_contract_swap,research_ideation,contract_swap,false_fire_contract_swap,0.13801311186847084,0.06085806194501846,0.06454972243679027,0.0,0.22,0.17849376725567578,0.13801311186847084,0.39849376725567576,0.14,fire,plain_professional_email,False,wrong_contract_false_fire
PACTFull_current,naturalistic_food_safety_038_contract_swap,food_safety,contract_swap,false_fire_contract_swap,0.1270001270001905,0.05679618342470648,0.10830607221477646,0.0,0.22,0.17679511842376722,0.1270001270001905,0.5097949914235766,0.14,fire,benchmark_contribution_role,False,wrong_contract_false_fire
PACTFull_current,naturalistic_code_security_039_contract_swap,code_security,contract_swap,false_fire_contract_swap,0.14285714285714285,0.0668153104781061,0.11952286093343936,0.0,0.22,0.1994639822817451,0.14285714285714285,0.4194639822817451,0.14,fire,schedule_conflict_check,False,wrong_contract_false_fire
PACTFull_current,naturalistic_travel_planning_040_contract_swap,travel_planning,contract_swap,false_fire_contract_swap,0.14285714285714285,0.05976143046671968,0.0545544725589981,0.0,0.22,0.18040033318358026,0.14285714285714285,0.40040033318358026,0.14,fire,verify_current_facts,False,wrong_contract_false_fire
PACT_R2_full,controlled_travel_planning_020_wrong_scope,travel_planning,wrong_scope,false_fire_wrong_scope,0.0,0.0,0.0,1.0,0.22,0.0,0.0,0.15,0.14,fire,entry_constraints,False,false_trigger
PACT_R2_full,controlled_email_rewriting_011_near_miss,email_rewriting,near_miss,false_fire_near_miss,0.2581988897471611,0.09622504486493763,0.20412414523193154,0.0,0.22,0.34771994400111905,0.2581988897471611,0.43464993000139884,0.14,fire,plain_professional_email,False,false_trigger
PACT_R2_full,controlled_benchmark_novelty_027_contract_swap,benchmark_novelty,contract_swap,false_fire_contract_swap,0.0890870806374748,0.0890870806374748,0.0668153104781061,0.0,0.22,0.14142574051199122,0.0890870806374748,0.21542332484314555,0.14,fire,research_prior_work,False,wrong_contract_false_fire
PACT_R2_full,controlled_scheduling_027_contract_swap,scheduling,contract_swap,false_fire_contract_swap,0.16724840200141816,0.0,0.1386750490563073,0.0,0.22,0.201917164265495,0.16724840200141816,0.2523964553318687,0.14,fire,research_prior_work,False,wrong_contract_false_fire
PACT_R2_full,controlled_current_facts_027_contract_swap,current_facts,contract_swap,false_fire_contract_swap,0.15075567228888181,0.0,0.125,0.0,0.22,0.18200567228888181,0.15075567228888181,0.22750709036110228,0.14,fire,research_prior_work,False,wrong_contract_false_fire
PACT_R2_full,controlled_legal_policy_caution_012_near_miss,legal_policy_caution,near_miss,false_fire_near_miss,0.2,0.2,0.0,1.0,0.22,0.28,0.2,0.175,0.14,fire,legal_policy_uncertainty,False,false_trigger
PACT_R2_full,controlled_legal_policy_caution_013_near_miss,legal_policy_caution,near_miss,false_fire_near_miss,0.2581988897471611,0.1,0.19069251784911848,1.0,0.22,0.3458720192094408,0.2581988897471611,0.2073400240118009,0.14,fire,legal_policy_uncertainty,False,false_trigger
PACT_R2_full,controlled_data_analysis_hygiene_030_contract_swap,data_analysis_hygiene,contract_swap,false_fire_contract_swap,0.1889822365046136,0.0,0.16116459280507606,0.0,0.22,0.2292733847058826,0.1889822365046136,0.28659173088235324,0.14,fire,entry_constraints,False,wrong_contract_false_fire
PACT_R2_full,naturalistic_food_safety_014_near_miss,food_safety,near_miss,false_fire_near_miss,0.13333333333333333,0.0,0.14552137502179976,0.0,0.22,0.16971367708878327,0.14552137502179976,0.21214209636097908,0.14,fire,nut_safety,False,false_trigger
PACT_R2_full,naturalistic_benchmark_novelty_019_near_miss,benchmark_novelty,near_miss,false_fire_near_miss,0.15713484026367722,0.12171612389003691,0.17407765595569785,1.0,0.22,0.24934070380861645,0.17407765595569785,0.327757329431174,0.14,fire,legal_policy_uncertainty,False,false_trigger
PACT_R2_full,naturalistic_scheduling_020_near_miss,scheduling,near_miss,false_fire_near_miss,0.15713484026367722,0.12171612389003691,0.17407765595569785,1.0,0.22,0.24934070380861645,0.17407765595569785,0.327757329431174,0.14,fire,legal_policy_uncertainty,False,false_trigger
PACT_R2_full,naturalistic_legal_policy_caution_023_wrong_scope,legal_policy_caution,wrong_scope,false_fire_wrong_scope,0.15713484026367722,0.12171612389003691,0.17407765595569785,1.0,0.22,0.24934070380861645,0.17407765595569785,0.17775732943117406,0.14,fire,legal_policy_uncertainty,False,false_trigger
PACT_R2_full,naturalistic_travel_planning_028_wrong_scope,travel_planning,wrong_scope,false_fire_wrong_scope,0.2004459314343183,0.0629940788348712,0.1709408646894569,1.0,0.22,0.268378779140631,0.2004459314343183,0.5604734739257887,0.14,fire,entry_constraints,False,false_trigger
PACT_R2_full,naturalistic_travel_planning_040_contract_swap,travel_planning,contract_swap,false_fire_contract_swap,0.14285714285714285,0.05976143046671968,0.0545544725589981,0.0,0.22,0.18040033318358026,0.14285714285714285,0.22550041647947533,0.14,fire,verify_current_facts,False,wrong_contract_false_fire
PACT_intent_plus_state,controlled_travel_planning_020_wrong_scope,travel_planning,wrong_scope,false_fire_wrong_scope,0.0,0.0,0.0,1.0,0.22,0.0,0.0,0.33999999999999997,0.14,fire,entry_constraints,False,false_trigger
PACT_intent_plus_state,controlled_email_rewriting_011_near_miss,email_rewriting,near_miss,false_fire_near_miss,0.2581988897471611,0.09622504486493763,0.20412414523193154,0.0,0.22,0.34771994400111905,0.2581988897471611,0.567719944001119,0.14,fire,plain_professional_email,False,false_trigger
PACT_intent_plus_state,controlled_benchmark_novelty_027_contract_swap,benchmark_novelty,contract_swap,false_fire_contract_swap,0.0890870806374748,0.0890870806374748,0.0668153104781061,0.0,0.22,0.14142574051199122,0.0890870806374748,0.39233865987451644,0.14,fire,research_prior_work,False,wrong_contract_false_fire
PACT_intent_plus_state,controlled_scheduling_027_contract_swap,scheduling,contract_swap,false_fire_contract_swap,0.16724840200141816,0.0,0.1386750490563073,0.0,0.22,0.201917164265495,0.16724840200141816,0.42191716426549497,0.14,fire,research_prior_work,False,wrong_contract_false_fire
PACT_intent_plus_state,controlled_current_facts_027_contract_swap,current_facts,contract_swap,false_fire_contract_swap,0.15075567228888181,0.0,0.125,0.0,0.22,0.18200567228888181,0.15075567228888181,0.40200567228888184,0.14,fire,research_prior_work,False,wrong_contract_false_fire
PACT_intent_plus_state,controlled_data_analysis_hygiene_030_contract_swap,data_analysis_hygiene,contract_swap,false_fire_contract_swap,0.1889822365046136,0.0,0.16116459280507606,0.0,0.22,0.2292733847058826,0.1889822365046136,0.44927338470588263,0.14,fire,entry_constraints,False,wrong_contract_false_fire
PACT_intent_plus_state,naturalistic_food_safety_014_near_miss,food_safety,near_miss,false_fire_near_miss,0.13333333333333333,0.0,0.14552137502179976,0.0,0.22,0.16971367708878327,0.14552137502179976,0.38971367708878324,0.14,fire,nut_safety,False,false_trigger
PACT_intent_plus_state,naturalistic_benchmark_novelty_019_near_miss,benchmark_novelty,near_miss,false_fire_near_miss,0.15713484026367722,0.12171612389003691,0.17407765595569785,1.0,0.0,0.24934070380861645,0.17407765595569785,0.17220586354493922,0.14,fire,legal_policy_uncertainty,False,false_trigger
PACT_intent_plus_state,naturalistic_scheduling_020_near_miss,scheduling,near_miss,false_fire_near_miss,0.15713484026367722,0.12171612389003691,0.17407765595569785,1.0,0.0,0.24934070380861645,0.17407765595569785,0.17220586354493922,0.14,fire,legal_policy_uncertainty,False,false_trigger
PACT_intent_plus_state,naturalistic_legal_policy_caution_023_wrong_scope,legal_policy_caution,wrong_scope,false_fire_wrong_scope,0.15713484026367722,0.12171612389003691,0.17407765595569785,1.0,0.22,0.24934070380861645,0.17407765595569785,0.24220586354493923,0.14,fire,legal_policy_uncertainty,False,false_trigger
PACT_intent_plus_state,naturalistic_travel_planning_028_wrong_scope,travel_planning,wrong_scope,false_fire_wrong_scope,0.2004459314343183,0.0629940788348712,0.1709408646894569,1.0,0.22,0.268378779140631,0.2004459314343183,0.6683787791406309,0.14,fire,entry_constraints,False,false_trigger
PACT_intent_plus_state,naturalistic_travel_planning_040_contract_swap,travel_planning,contract_swap,false_fire_contract_swap,0.14285714285714285,0.05976143046671968,0.0545544725589981,0.0,0.22,0.18040033318358026,0.14285714285714285,0.40040033318358026,0.14,fire,verify_current_facts,False,wrong_contract_false_fire
